"";"sKNotes:notes";"item ### type";"item ### note";
"dcc2d40f-dd52-4bd8-8c5e-792175105845";;"Note sur l'exposition - 2011, Le Havre, Le Cercle de l'Art moderne au Havr ### ";"N°17, p.43 repr. ### ";"
"
"dcc34d43-3f75-410f-bcc3-e026402a506b";"";;;"
"
"dcc9ec71-491c-4bbf-a544-4c4f71d6de30";"";;;"
"
"dcd992d4-7b5d-4bbb-8c01-e5f6a1ba58ff";"";;;"
"
"dce210f7-b932-4517-a523-8433c1c1e829";"";;;"
"
"dcf402f0-720c-436c-b5ae-773ca11c7009";;"Note sur l'exposition - 1975, Paris, galerie Schmit ###  ### Note sur l'exposition - 1994 1995, Zurich - Tübingen ###  ### Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Roubaix, Degas sculpteur ### ";"n° 56, repr. p. 97 ###  ### n° 104 ###  ### s.n° ###  ### Repr. p.97 et Notice n° 7 p. 96 ### ";"
"
"dcf7788a-bd68-48e3-8fc7-2d1726f5539c";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"dcfbfd9d-49b5-49d4-92cd-28c80ed4f61b";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"\"Dépôt de l'Etat en 1848, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"dcfe5877-70e7-4f69-810b-bbb5e8657ce4";"";;;"
"
"dd15ad62-f06c-4ff6-8fa3-ad58e6b70afb";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ### ";"s.n° ### ";"
"
"dd202345-cdc1-4ca8-be42-4a7cbd2a165e";"";;;"
"
"dd23407c-a178-48ff-8f11-afe03a034cf5";"";;;"
"
"dd2fa64f-1e82-47b1-ace1-3a06447d906a";;"Expositions ### ";"Faisait partie des expositions suivantes :Tokyo, Seiji Togo Memorial Sompo Japan Museum of Art, 6 septembre – 9 novembre 2014Séoul, Seoul Arts Center, 18 novembre 2014 – 22 février 2015Hiroshima, Hiroshima Museum of Art, 28 février – 12 avril 2015Kumamoto, Kumamoto Prefectural Museum of Art, 18 avril – 14 juin 2015Yamanashi, Yamanashi Prefectural Museum of Art, 27 juin – 30 août 2015 ### ";"
"
"dd3f5437-7426-4974-a618-4e99dbf06c87";;"Note sur l'exposition - 1924, Paris, Degas ###  ### Note sur l'exposition - 1931, Paris, Degas ###  ### Note sur l'exposition - 1975, Paris, galerie Schmit ###  ### Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ###  ### Note sur l'exposition - 2010, Roubaix, Degas sculpteur ### ";"n° 105 ###  ### n° 119 ###  ### n° 10, repr. p. 21 ###  ### s.n° ###  ### s.n° ###  ### n° 6, repr. p. 96 ### ";"
"
"dd428ed7-addd-4696-9e05-545af5ee3d26";"";;;"
"
"dd5c0ee7-513f-46f6-b9d8-6a96a902785f";;"Note sur l'exposition - 1913, Paris ###  ### Note sur l'exposition - 1933, Paris, Les étapes de l'art ###  ### Note sur l'exposition - 1937, Paris, Exposition rétrospective Henri-Edmo ###  ### Note sur l'exposition - 2009, Le Havre, Henri-Edmond Cross ### ";"n° 80 ###  ### n° 145 ###  ### n° 67 ###  ### s.n°. ### ";"
"
"dd635410-a672-4094-aec9-35d19390aac5";"";;;"
"
"dd69992f-a2c1-48da-961c-33bd18da7264";"";;;"
"
"dda0e4d9-6da0-4f58-8518-d0d5144f3b55";;"Note sur l'exposition - 2009-2010,Bourg-en-Bresse, Zoran Music ###  ### Note sur l'exposition - 2009-2010,Bourg-en-Bresse, Zoran Music ###  ### Note sur l'exposition - 2011, Le Havre, Construire le musée imaginaire ### ";"Repr. p. 31 (cat. 8) ###  ### Reprod. n°8 p.31 ###  ### Repr. p. 225 ### ";"
"
"dda3e44b-c3bd-4faf-9fb9-bb2b7e5e298d";;"Note sur les numéros d'identification ### ";"+ une partie du socle ### ";"
"
"ddb0d066-7f61-4d14-bc64-a5913cf3db5f";;"Note sur l'exposition - 2009, Le Havre, Deuxième Donation ### ";"s. n° ### ";"
"
"ddc17fde-eed5-46a5-bdda-c2f24ddc409a";"";;;"
"
"ddd72159-7da7-42a4-9cf1-1238515b41c5";"";;;"
"
"ddda6b03-46be-4e60-9a1a-b9a8682fb3c2";"";;;"
"
"ddec2150-2405-4859-afea-1f50f0e3d541";"";;;"
"
"de0eda0c-f26d-435f-a3b8-e329d2388b4e";"";;;"
"
"de32ca53-0a58-4209-87f2-c24719054c28";;"Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ### ";"Repr. p. 92 ### ";"
"
"de37c370-1b7a-49c1-80d3-af0da311ff8b";;"Note sur l'exposition - 1952, Limoges, Hommage à Berthe Morisot et Pierre- ###  ### Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 1955, Florence, ###  ### Note sur l'exposition - 1965, Munich ###  ### Note sur l'exposition - 1988-1989, Japon, musées, galeries. ###  ### Note sur l'exposition - 1998, Miyota, Mercian Karuizawa ###  ### Note sur l'exposition - 1993, Tokyo ###  ### Note sur l'exposition - 2007, Nouvelle Orléans, Images de la femme dans la ###  ### Note sur l'exposition - 2012, Paris, Le Cercle de l'Art moderne ###  ### Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ###  ### Note sur le statut juridique ### ";"N°45, repr. pl. XXXI. ###  ### N°88. ###  ### N°91, fig.73 ###  ### N°220, repr. p.471 ###  ### N°32, repr. coul. p.73 ###  ### Notice p. 62, repr. p. 63 ###  ### N°8, repr. p.47 ###  ### Notice p.196, repr. p. 197. ###  ### Cat.47 p.137 repr. ###  ### Repr. p. 34 ###  ### [Unique statut mentionné comme statut Antérieur dans Micromusée et basculé comme statut Actuel pour la reprise] ### ";"
"
"de501a29-00f5-45f1-a4b0-30b3e1acfb79";;"Note sur les numéros d'identification ### ";"Une affiche sur support carton et une plus petite. ### ";"
"
"de5c50be-4307-4558-ad2e-60cf54656180";;"Note sur les numéros d'identification ### ";"Ensemble de 5 croquis collés sur le même carton ### ";"
"
"de6560a3-8190-4b57-af00-173ecdd9659a";;"Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 1954, Nice, Musée Masséna ###  ### Note sur l'exposition - 1959, Le Havre, Chambre de Commerce ###  ### Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1995, Marly, Peindre le ciel ###  ### Note sur l'exposition - 1998, Honfleur, Musée Eugène Boudin ###  ### Note sur l'exposition - 2009, Le Havre, Les nuages...là-bas...les merveill ###  ### Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ### ";"n° 35 du catalogue ###  ### n° 43 du catalogue ###  ### n° 5 du catalogue ###  ### p. 10 du catalogue, ch. Etudes de ciel ###  ### n° 183 du catalogue, vignette en noir et blanc. ###  ### n° 51 du catalogueRepr. en coul. p. 83 ###  ### n° 28 du catalogue ###  ### n°13 ###  ### Repr. p. 44 ### ";"
"
"de6decaa-2a84-4bc4-b30d-155e188eada1";"";;;"
"
"de8b58ea-33e1-4090-83a9-e2a33732c98d";"";;;"
"
"dea2e210-92dd-4be3-8823-81f09d67923a";;"Date d'inscription au registre d'inventaire ### ";"3 février 2010 ### ";"
"
"dec0836e-68f8-4b60-af43-b701df294695";"";;;"
"
"dee4836e-f398-46f8-a081-0b97db5074e0";;"note sur les expositions ### ";"Salon de 1884 voir AMLH FC R2 C2 L4 ### ";"
"
"dee61dff-d140-44e7-88b5-1ff957aba611";"";;;"
"
"df02afd8-aa42-4683-9a23-9187a363f758";;"Note sur l'exposition - 1902, Le Havre ###  ### Note sur les numéros d'identification ###  ### Export DMF ### ";"n°29 ###  ### NON VU lors du récolement du 09/06/2015 ### ";"
"
"df03f403-a325-48d5-8555-a2067bd7395a";"";;;"
"
"df0d0744-e10a-40d0-8d35-edfc9b6ad9cc";"";;;"
"
"df0feb34-b4bb-41e3-9249-f787687014d8";"";;;"
"
"df1e9888-69ac-4ca3-b453-b8f21801646d";"";;;"
"
"df30359b-a604-4be1-894b-9a1ba3684775";"";;;"
"
"df655d27-47dd-404e-8419-8ff00ec72961";;"Note sur le multimedia ### ";"Cliché Jean-Louis Coquerel ### ";"
"
"df787581-df0b-452c-b6eb-99aa5f0a7713";"";;;"
"
"df940566-6df6-4da0-ba42-3ead345610b7";"";;;"
"
"df9db5ba-3467-4aa3-9d7e-73dca1ea59a1";"";;;"
"
"dfa196ab-c78b-4fa6-9146-74707c0a4cd3";"";;;"
"
"dfb49099-34be-436d-9a73-159ec9d5154f";"";;;"
"
"dfc69595-63d3-4e31-86cc-7131ddca70f4";;"Note sur l'exposition - 1969, Paris, 24e Salon des Réalités Nouvelles ###  ### Note sur l'exposition - 1970, Le Havre, musée, Bryen. ### ";"n° 9 de l'exposition ###  ### n°43 de l'exposition ### ";"
"
"dfc88cc1-078d-4edf-b18b-daf03bae730c";"";;;"
"
"dfcb5754-bb4f-4068-8822-0e85f5286017";"";;;"
"
"dfea9943-8dfa-4de4-8095-a46e18b67fc8";;"Note sur les numéros d'identification ### ";"Fiche créée à partie de l'objet le 1er avril 2008. Numéro attribué selon l'inscription au dos ### ";"
"
"dfecb70e-6c36-4689-8167-b330859a484c";"";;;"
"
"dff86aca-af00-4919-b29d-746bca395193";"";;;"
"
"e002c809-fbcc-4396-a0f5-8f2e12f5e266";;"Note sur l'exposition - 1890, Le Havre, Société des Amis des ###  ### Export DMF ### ";"n°149 ### ";"
"
"e027dfab-19f2-4452-8fbb-47a12b8ee850";"";;;"
"
"e03c3de7-2e04-4c7d-98ea-5dcf222f8653";"";;;"
"
"e0443123-0151-40c4-acb4-e699095cb3f3";;"";"Fiche créée après l'achèvement du récolement en 2015 ### ";"
"
"e05a7f1b-65a1-4480-96c7-4317a561a891";"";;;"
"
"e0868cb2-5bdb-460a-8149-306f656c30b1";;"Note sur le multimedia ### ";"Cliché Michel Devarieux ### ";"
"
"e08706b7-f71e-4c05-8b1b-80db34e46cea";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"e0ad7f42-857d-4f31-b0c5-d4689111771f";"";;;"
"
"e0aeb4a3-028f-44a0-a3d1-0a997dab8f47";;"Note sur le statut juridique ### ";"Don de M. Giacometti au nom de la Guilde de la Gravure -Zurich en 1956- ### ";"
"
"e0bacd0b-2c47-4f34-b5b5-0c472450f198";"";;;"
"
"e0c805f0-624d-4fa2-bd98-25173291e7fa";"";;;"
"
"e0c98aed-711a-44e3-87c5-0e18ebe1c813";"";;;"
"
"e0cf705c-732b-417d-8bf5-f35dcc6750cf";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 15/06/2015 ### ";"
"
"e0d7a84f-1ae2-4498-8615-640e3eb72b87";"";;;"
"
"e10ed15c-ed45-4a60-b1a9-4f73a2723d69";"";;;"
"
"e11fb498-65ec-46d5-a515-ad7f5bfdd100";"";;;"
"
"e122bc21-eb09-4899-9dfa-6d1991176d75";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"Numéro d'inventaire rétrospectif attribué le 30 juillet 2014. VD ###  ### [Unique statut mentionné comme statut Antérieur dans Micromusée et basculé comme statut Actuel pour la reprise] ### ";"
"
"e12ab08f-b9db-47df-9819-c5b940707cce";"";;;"
"
"e12bc9e8-ff05-4e8a-b3e5-48bdbf31d2db";"";;;"
"
"e12ec19f-70ea-4a58-8569-6aa4e8f95849";"";;;"
"
"e13649b0-bff4-4d9f-9f00-455b31c939c0";"";;;"
"
"e15d91ac-0c95-4bae-9ed9-bd479f2799f5";"";;;"
"
"e15dc0ec-c88c-4fc6-a984-a9c806c5022f";"";;;"
"
"e17663b7-37a3-4ac8-ab06-16965396f7df";"";;;"
"
"e18641c9-078c-42cf-91ec-ef1d049e81b8";"";;;"
"
"e1915fc8-9c9b-480b-a2d6-edc200098b09";"";;;"
"
"e193fd38-014f-4571-bc3c-885303f97a01";"";;;"
"
"e1a0bb09-7f85-4e7a-94b6-87ee0da8e37d";"";;;"
"
"e1a9dfb6-085c-4e15-84e0-30d1140aa2fa";"";;;"
"
"e1b9c46f-76f9-4e8f-84f6-e7d3a79946ec";"";;;"
"
"e1c14440-c1b5-4971-8a81-05921856ba7c";"";;;"
"
"e1f66fa7-c543-48dc-90a2-3c57266c1a86";"";;;"
"
"e2132d25-f313-416a-896e-b1ae0a498d79";;"Note sur les numéros d'identification ### ";"Le inv. 819 est l'\"Etude pour Le Pont de Brooklyn à New York\". Cette oeuvre a longtemps été considérée comme le dépôt de l'Etat \"Le Pont de Brooklyn à New York\" soit le DA 327 ou FNAC 1730 ### ";"
"
"e213d807-e968-4ca7-904d-cef9b55526f9";"";;;"
"
"e2322396-1e93-49c1-9180-65dee9ccb94f";;"Note sur l'exposition - 2010, Le Havre, Le Havre. Images sur commande ### ";"Repr. p. 110 ### ";"
"
"e249d762-4482-4196-b7f1-9e9818e9331a";"";;;"
"
"e2543494-21b1-4caa-a97d-ea2f55f5f2bc";;"Note sur les numéros d'identification ### ";"6249 ### ";"
"
"e257a598-acee-4848-ac8e-b174f944e5df";;"Note sur l'exposition - 2010, Le Havre, Le Havre. Images sur commande ### ";"Repr. p. 153 ### ";"
"
"e265c1cf-c4e9-4513-8f16-1b56d25131bc";;"Note sur l'exposition - 2011, Le Havre, La Jeunesse d'un musée ###  ### Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"n° 13 ###  ### \"Dépôt de l'Etat en 1865, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"e276de0a-99d0-4ea3-b86f-b671aa05245d";"";;;"
"
"e289c2b1-b517-4655-a139-f19aa036ce15";"";;;"
"
"e2931c83-766a-46fa-827f-62a62827b62e";"";;;"
"
"e29e8415-2b36-4911-b3cf-f98e4befb035";"";;;"
"
"e2a3eab7-8dc7-4b51-82d6-6f9d2eb9e10a";"";;;"
"
"e2b4b173-72fc-485a-9762-908940acd5d4";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"e2b774cc-39e3-49b1-9148-9bfff3a729a9";"";;;"
"
"e2d2b117-4148-4b3a-bb23-0d2a7ab94714";;"Note sur l'exposition - 2010, Le Havre, Le Havre. Images sur commande ### ";"Repr. p. 38 ### ";"
"
"e2f859c9-7dc2-4e0c-8599-139480a0ff37";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1998, Valenciennes, Musée des ... ###  ### Export DMF ### ";"p. 52 du catalogue, ch. Animaux, sous le titre : Etude. Vaches sans ciel ###  ### n° 138 du catalogue, vignette en noir et blanc ###  ### N° 32 du catalogue ### ";"
"
"e306cf74-84c4-47af-a967-b5ae6e55c028";"";;;"
"
"e31e4313-b8ba-41ee-820c-19194f31a2ab";"";;;"
"
"e31ea6c5-5b1c-4ba2-ba7d-bed703a5a973";;"Note sur l'exposition - 2003, Toulouse, ###  ### Note sur l'exposition - 2011, Le Havre, Les dessins anciens du MuMa ### ";"n°22 ###  ### n°14 ### ";"
"
"e31ee8a3-8448-4b1f-be73-205970eff9e8";"";;;"
"
"e348e81d-2127-4bfb-a5c4-b3758f48c3a1";;"Note sur l'exposition - 2010, Le Havre, Le Havre. Images sur commande ### ";"Repr. p. 149 ### ";"
"
"e35ea48b-4ba8-49ce-9b66-b32bd9eed10b";"";;;"
"
"e36c1ea2-65d4-4d7a-b1c0-97159d751414";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"\"Dépôt de l'Etat en 1860, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"e3859f4c-5a4a-4a43-bff1-fec47b3275ad";;"Export DMF ### ";"";"
"
"e3865e0f-9cc4-4367-90af-2d3c5f66338e";"";;;"
"
"e398136d-0a9f-4cb8-90af-4080a72ccfbe";"";;;"
"
"e39b4e2a-19c0-4d6f-a928-f938f88100ed";"";;;"
"
"e3c8ff77-2a7d-4dd5-bdc1-72bc4a213692";"";;;"
"
"e4029403-c135-4ea6-a8fe-f902a062a292";;"Note sur l'exposition - 1975, Paris, galerie Schmit ###  ### Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ### ";"n° 55, repr. p. 113 ###  ### s.n° ###  ### s.n° ### ";"
"
"e4187276-6b5a-4d3d-b350-e25a65ca4865";;"Note sur l'exposition - 1910, Paris, Marquet ###  ### Note sur l'exposition - 1937, Paris ###  ### Note sur l'exposition - 1967, Paris, Marquet. 1875-1947 ###  ### Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2012, Paris, Le Cercle de l'Art moderne ###  ### Note sur l'exposition - 2011-2012, Le Havre, Les Territoires du désir ### ";"N°21 (Balcon. Avenue de Versailles) ###  ### N°8 (Le Balcon) ###  ### N°12 repr. ###  ### Cat.47 p.120, repr. p.123 ###  ### Cat.52, p.149 (Balcon, avenue de Versailles) ###  ### Repr. p. 32 ### ";"
"
"e41e05d8-d28d-4010-87e1-ecc00ff0a658";;"Note sur l'exposition - 2011, Le Havre, Construire le musée imaginaire ### ";"Repr. p. 226 ### ";"
"
"e44bacfa-6274-420e-916a-208389c9cc18";"";;;"
"
"e46a73e7-8f65-4ffb-a9d6-913448b0db7a";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 12/06/2015 ### ";"
"
"e47ea57a-b1e2-4729-8686-ea84bb9c5c02";"";;;"
"
"e4817641-d377-40de-b155-04dc32f400be";"";;;"
"
"e4864490-a4ee-4f84-9262-81d89f1949eb";"";;;"
"
"e49607cd-47ae-4c7b-9b6c-dbd53e4f4e9e";"";;;"
"
"e499e34b-5ed4-4078-abb0-eae75008bc6f";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 59 du catalogue, ch. Thèmes divers, sous le titre : Charette attelée d'un cheval noir (Esquisse) ###  ### n° 164 du catalogue, vignette en noir et blanc ### ";"
"
"e49cdf04-d0c2-413d-87ab-e02f63d027fc";;"Note sur l'exposition - 1968, Paris, Comparaisons ### ";"Comparaisons - 2-28 avril 1968 ### ";"
"
"e4b58b45-97b2-4535-8c9a-12e03abc7b61";"";;;"
"
"e4c174e4-eb1a-41ef-8cac-2e5e3d60e3be";;"Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"\"Dépôt de l'Etat le 23 juillet 1896, transfert de propriété de l'Etat à la ville du Havre, le 27 avril 2015.\" ###  ### Transfert accepté par délibération du conseil municipal du Havre du 14 juin 2011 ### ";"
"
"e4d6a2a3-f5a1-4c62-b6c4-42cea94176a4";;"Note sur l'exposition - 2013, Paris, , Geneviève Asse ###  ### Note sur les numéros d'identification ###  ### Note sur le statut juridique ### ";"pp. 48-49 repr. ###  ### diptyque ###  ### Geneviève Asse a fait don du volet 1 de l'\"Ouverture II\" et la ville a acquis le volet 2 ### ";"
"
"e4d6cb3b-a6f9-4bb3-8104-fbc43d9cd3fb";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ### ";"s.n° ###  ### s.n° ### ";"
"
"e4de5761-1f60-4769-982d-0f9c019c79d4";"";;;"
"
"e4ec1b32-501a-4e8b-9e50-1865bac16e4b";;"Note sur les numéros d'identification ###  ### Note sur la localisation ### ";"NON VU lors du récolement 15/06/2015 ###  ### Localisé aux Musées d’Art et d’histoire, Le Havre, 11/03/2016 ### ";"
"
"e5093e00-1648-4771-8dc1-4b2402a1225c";;"Note sur les données patrimoniales ###  ### Note sur les numéros d'identification ###  ### note sur les expositions ### ";"en dépôt depuis le 27/12/1907 ###  ### NON VU au récolement 18/06/2015 ###  ### Salon des artistes français de 1907 ### ";"
"
"e51594e4-47b4-46f0-b472-3dd2f6af1cc1";;"Fiche objet/Notes générales/Type ### ";"Fiche objet/Notes générales/Note ### ";"
"
"e5458336-f1c5-481a-9181-b78cad44624d";;"Note sur les numéros d'identification ### ";"NON VU lors du récolement 18/06/2015L’oeuvre est considérée comme détruite durant la deuxième guerre mondiale (destruction du muséum par les bombardements) ### ";"
"
"e5464ca5-4907-47fd-91dd-d6e0ed869fd1";;"Note sur le statut juridique ### ";"Acquisition d'un lot de deux oeuvres pour 600 francs, n°1044 et 1045 du registre d'inventaire 1871-1957 ### ";"
"
"e55023a6-576d-45bd-af1d-ab36eec33540";"";;;"
"
"e56937e9-c3c6-48f5-97c7-c6fc6d7cd893";"";;;"
"
"e5716b0e-1e01-40ac-9487-0464ecb3c164";;"Note sur le multimedia ### ";"photo prise à la sous-prefecture le 28/04/2015 ### ";"
"
"e5794130-c8a5-41f9-9ab0-a25e428a22da";;"Note sur l'exposition - 2005, Le Havre, De COURBET à MATISSE donation Senn ###  ### Note sur l'exposition - 2010, Le Havre, Degas inédit ### ";"s.n° ###  ### s.n° ### ";"
"
"e586fa85-a32c-4895-9872-a8c1452b6c91";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1998, Honfleur, Musée Eugène Boudin ### ";"p. 20 du catalogue, ch. Animaux ###  ### n° 23 du catalogue, vignette en noir et blanc ###  ### n° 123 du catalogue, repr. en coul. p. 102 ### ";"
"
"e590212a-0e63-411a-899a-6a25a385fcf3";"";;;"
"
"e5bc8d54-2f96-4045-82bd-c34aa76474bb";;"Export DMF ### ";"";"
"
"e5c2a72f-efb9-4f0e-b11f-bf081060f9b8";"";;;"
"
"e5d0c4ad-bb49-4c82-bece-8aca285decab";;"Note sur les numéros d'identification ### ";"L'original se trouve à N.D. D'ANVERS ### ";"
"
"e5e8a551-5bb9-4b4a-a65b-81f738b15e6c";;"Date d'inscription au registre des dépôts ###  ### Numéro d'inventaire du déposant ### ";"18 février 2010 ###  ### FNAC 08-727 ### ";"
"
"e5eb6eaf-42a6-4c4e-bd43-a334d68e87e0";"";;;"
"
"e5f806b1-d7a2-46bd-b4f8-9ff96b7ef143";"";;;"
"
"e5f9a266-fee0-4f1a-bbdf-8650f3ca34fe";;"Export DMF ### ";"";"
"
"e600fc31-3107-4e49-95cb-6591d1bc4e5a";"";;;"
"
"e60b1160-f97a-43c7-9e9d-676d40abca6d";"";;;"
"
"e6155869-f556-4414-94ce-bcc09f04df42";"";;;"
"
"e61bf5d2-4c07-467c-8eaf-230090e88997";"";;;"
"
"e630c1d8-3b16-48a8-aa40-c26a671b6d9c";"";;;"
"
"e655c472-2dc6-4fc3-9140-0a1eb830ae07";"";;;"
"
"e669a047-a5d9-49cb-8466-39d4c537c92d";;"Note sur l'exposition - 2010, Le Havre, Le Havre. Images sur commande ### ";"Repr. p. 111 ### ";"
"
"e673fda5-6214-4b1b-bebd-1aa7ad405776";;"Note sur les numéros d'identification ### ";"Ensemble de 5 croquis collés sur un carton ### ";"
"
"e6b5d59a-b78d-424c-99d9-bb76082f39c9";"";;;"
"
"e6bc0787-6e9d-4d7d-a026-9f5c718a2f65";"";;;"
"
"e6cf33fd-f540-4c55-83d0-dba59abf6dc7";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1988, Chichester, The Bishop Palace ###  ### Note sur l'exposition - 1989, Limoges, Musée Municipal de l'Evêché ###  ### Note sur l'exposition - 2010, Honfleur, Honfleur, entre tradition et moder ### ";"p. 12 du catalogue, ch. Paysages ###  ### n° 3 du catalogue, vignette en noir et blanc ###  ### n° 1 du catalogue ###  ### n° 1 du catalogueRepr. en noir et blanc, p. 46. ###  ### Repr. n°117 p.178 ### ";"
"
"e6d29bfa-5400-4b6c-88c1-9bf74b384ba2";"";;;"
"
"e6e793a2-4cbe-47e7-af3b-f467dd320b25";"";;;"
"
"e6f63aaa-0a4d-44e4-959d-99e2d0a2133e";"";;;"
"
"e720b75b-8dad-421e-8607-635f93965b54";"";;;"
"
"e729f684-8b57-474b-b023-315e70e48ee7";"";;;"
"
"e7398aec-6df6-4cb9-a6af-961041de9795";;"Note sur l'exposition - 1953-1954, Paris, MNAM, De Corot à nos jours ###  ### Note sur l'exposition - 1977, Le Havre, Musée des Beaux-Arts ###  ### Note sur l'exposition - 1985, Montrouge, 30è Salon ###  ### Note sur l'exposition - 1988, Kurashiki, Musée des Beaux-Arts ###  ### Note sur l'exposition - 1989-1990, Barcelonne, Raoul Dufy ###  ### Note sur l'exposition - 1992, Morlaix, Musée des Jacobins ### ";"n° 108 du catalogue ###  ### n° 41 du catalogue, reprod. en coul. ###  ### n° 50 du catalogue ###  ### n° 46 du catalogue, p. 95 ###  ### n° 37 du catalogue, reprod. en coul. 59 ###  ### n° 52 du catalogue, reprod. en noir et blanc p. 43 ### ";"
"
"e74f8205-08d4-4da4-baf6-7159afbdd8b8";"";;;"
"
"e75ef101-26d3-4123-a3d0-e2c9e93f432f";"";;;"
"
"e7611bf8-7e5a-4e1d-b52b-cc09e85bf6c9";;"Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ### ";"p. 46 du catalogue, ch. Animaux ###  ### n° 81 du catalogue, vignette en noir et blanc ### ";"
"
"e76cc2aa-716f-4f00-8062-8cdf75db0c83";"";;;"
"
"e77b7d43-f9d8-4f34-97a6-3b65ed222845";"";;;"
"
"e780296e-e558-4a34-92dc-b4b2c53cd3d4";;"Note sur l'exposition - 1963, Le Havre, Musée-Maison de la ###  ### Note sur l'exposition - 1977, Le Havre, Musée des Beaux-Arts ### ";"n° 50 du catalogue ###  ### n° 76 du catalogue ### ";"
"
"e78295e8-775d-43fe-80a5-06a0f7019aca";;"Oeuvre en rapport ### ";"La Gazette Drouot, n°41, vendredi 27 novembre 2015, repr. 177 ### ";"
"
"e78e960f-2bcf-46d5-bc62-5707624baf8f";"";;;"
"
"e7af4a97-2120-429c-b0ed-acbac9c9b07a";;"Note sur le multimedia ### ";"Cliché Florian Kleinefenn ### ";"
"
"e7c4b039-bfca-41ed-b5e9-34ddfc3e54c6";;"Note sur l'exposition - 1959, Le Havre, Chambre de Commerce ###  ### Note sur l'exposition - 1978, Le Havre, Musée des Beaux-Arts.... ###  ### Note sur l'exposition - 1987, Le Havre, Musée des Beaux-Arts André Malraux ###  ### Note sur l'exposition - 1998, Miyota, Mercian Karuizawa ###  ### Note sur l'exposition - 2011, Le Havre, Roubaix, Signac ###  ### Note sur les numéros d'identification ###  ### Export DMF ### ";"n° 38 du catalogue sous le titre : L'entrée du portRepr. n&b et p. de couv. ###  ### p. 9 du catalogue ###  ### n° 204 du catalogue ###  ### notice p. 44 et repr. p. 45 ###  ### Repr. n° 121 p.201 ###  ### Le numéro inscrit au dos du tableau est 222.Sans le \"B\" qui désigne habituellement le don Louis Boudin. ### ";"
"
